record_id,plant_type,habitat,season,air_humidity_pct,soil_humidity_pct,ethylene_ppm,co2_ppm,o2_ppm,ldr_on_plant,leaf_color_index,temperature_c,health_score,health_class
php_01001,rose,greenhouse,winter,58.5,35.2,0.879,865.4,19.96,280,93.3,12.2,74,moderate_stress
php_01002,rose,garden,winter,56.3,16.5,2.331,486.8,19.09,982,66.9,17,55,moderate_stress
php_01003,rose,garden,summer,90.8,62.1,2.371,460.5,20.76,868,95.9,33.8,66,moderate_stress
php_01004,rose,garden,summer,72.2,63.1,2.279,1009,19.96,643,85.8,17.6,76,moderate_stress
php_01005,mint,greenhouse,monsoon,89.1,46.6,2.474,1175.8,21.15,900,46.4,28.8,51,high_stress
php_01006,lettuce,greenhouse,spring,70.8,74.8,1.646,685.4,18.96,146,43.2,25.6,56,moderate_stress
php_01007,lettuce,hydroponic,summer,42,47.6,1.461,382.3,20.15,190,47.8,22.5,79,moderate_stress
php_01008,rose,greenhouse,monsoon,29.5,22.9,0.068,1124.1,21.26,241,92.3,31.4,59,moderate_stress
php_01009,rose,greenhouse,spring,85.2,48.1,0.794,1225.7,19.52,68,29.4,21.2,52,high_stress
php_01010,tomato,greenhouse,summer,71.8,76.5,0.504,1067.9,19.56,36,64.6,20.4,75,moderate_stress
php_01011,tomato,garden,winter,52.7,68.4,0.249,708.4,19.03,988,42,12.2,66,moderate_stress
php_01012,pothos,indoor,spring,72.6,72.1,1.445,489.2,20.11,223,48.2,30.5,66,moderate_stress
php_01013,lettuce,greenhouse,monsoon,66.3,16.5,1.446,1057.6,18.64,947,38.8,33.8,5,high_stress
php_01014,rose,greenhouse,summer,25.8,33.3,0.514,373.2,19.34,160,50.2,8.6,48,high_stress
php_01015,rose,garden,spring,26.7,16.9,0.284,1142.1,20.81,662,20.7,14.5,50,high_stress
php_01016,tomato,greenhouse,monsoon,71.6,19.7,1.987,947.1,20.29,721,25.2,37.9,19,high_stress
php_01017,rose,greenhouse,winter,73.9,66.2,0.784,1056.1,19.86,623,66.6,11.7,87,healthy
php_01018,snake_plant,shade_house,autumn,45.5,41.9,0.71,1118.4,19.67,1010,28,32.7,45,high_stress
php_01019,mint,garden,summer,86.2,84.7,0.34,550.3,21.24,934,89,9,69,moderate_stress
php_01020,aloe_vera,arid_garden,winter,66,43.8,2.428,959.6,21.36,834,91.3,14,59,moderate_stress
php_01021,mint,indoor,winter,81,33.8,1.373,510.8,21.33,968,34.6,24.2,52,high_stress
php_01022,aloe_vera,indoor,winter,92.1,32.7,0.519,800.8,20.53,1018,69.5,33.8,87,healthy
php_01023,tomato,greenhouse,monsoon,67.2,18.8,1.892,1045.7,20.59,829,49.5,15.6,47,high_stress
php_01024,basil,indoor,monsoon,36.8,30.9,1.631,610.1,20.94,547,85.8,19,79,moderate_stress
php_01025,aloe_vera,indoor,autumn,40,47.4,2.463,778.6,20.25,629,49.7,8.1,42,high_stress
php_01026,pothos,indoor,winter,92.1,11,0.231,580.8,19.43,470,65.5,14.8,63,moderate_stress
php_01027,rose,greenhouse,summer,49.8,19.3,2.08,1030,19.33,587,57.1,18.4,51,high_stress
php_01028,pothos,indoor,monsoon,91.9,62.8,2.054,1086.5,20.31,675,34.1,16.9,49,high_stress
php_01029,pothos,shade_house,autumn,67.4,28.9,0.452,1086.1,18.42,928,99,20.1,57,moderate_stress
php_01030,pothos,indoor,autumn,53.1,51.6,1.465,1084,20.3,444,60.2,23.8,85,healthy
php_01031,snake_plant,indoor,summer,61.1,77.6,1.68,1115.5,20.36,610,74.6,8,36,high_stress
php_01032,lettuce,greenhouse,summer,30.1,82.9,0.22,483.1,20.04,810,83.3,37.9,48,high_stress
php_01033,aloe_vera,indoor,winter,77.9,17.5,1.86,772.3,21.24,831,64.6,11,67,moderate_stress
php_01034,rose,greenhouse,autumn,43,47.8,0.14,964.3,19.28,769,26.9,16.5,62,moderate_stress
php_01035,lettuce,greenhouse,summer,53.1,53.5,0.572,848.3,21.41,402,47.2,25.5,88,healthy
php_01036,rose,greenhouse,summer,79,56.1,2.186,643.6,18.98,256,36.6,11.7,45,high_stress
php_01037,aloe_vera,indoor,spring,38.3,82.1,1.293,611,20.17,864,58.6,17.7,53,high_stress
php_01038,lettuce,greenhouse,monsoon,29.6,34.1,1.943,985.6,20.17,953,42.7,20.1,48,high_stress
php_01039,pothos,indoor,monsoon,88.4,80.3,0.706,950.5,20.61,499,77.9,25,72,moderate_stress
php_01040,lettuce,hydroponic,monsoon,45.2,44.5,1.512,1123.1,19.83,944,88.6,21.1,72,moderate_stress
php_01041,lettuce,hydroponic,summer,84.4,70.3,1.917,453.2,21.39,66,38.3,27.1,55,moderate_stress
php_01042,pothos,shade_house,spring,66.9,17.3,0.299,745,20.17,119,63.4,25.9,86,healthy
php_01043,snake_plant,indoor,summer,42.8,67.4,1.579,962.8,18.72,415,42,36.8,31,high_stress
php_01044,aloe_vera,arid_garden,summer,51.8,39.2,2.227,511.1,18.2,416,40.2,14.4,42,high_stress
php_01045,rose,garden,spring,85.1,13.5,0.922,549.7,18.36,895,61.1,19.1,60,moderate_stress
php_01046,basil,greenhouse,spring,65.8,53.4,1.837,915,18.8,919,98.8,32.7,64,moderate_stress
php_01047,snake_plant,shade_house,summer,66.3,23.1,0.692,566.9,21.46,570,82.6,30.9,92,healthy
php_01048,snake_plant,indoor,autumn,33.9,36.7,1.804,513.8,21.39,706,33.7,29.1,54,high_stress
php_01049,tomato,greenhouse,winter,35.2,39.5,2.492,1033.9,20.51,228,59.3,9.3,36,high_stress
php_01050,mint,garden,monsoon,49,78.3,1.86,886,20.16,531,67.2,29.8,81,healthy
php_01051,rose,greenhouse,summer,78.9,49.9,1.531,908.1,18.62,242,65.1,19.6,64,moderate_stress
php_01052,lettuce,hydroponic,summer,61.9,34,1.62,836.4,20.93,330,87.5,24.5,75,moderate_stress
php_01053,basil,indoor,autumn,33.2,39.4,0.777,483.6,19.22,222,95.5,32.6,74,moderate_stress
php_01054,basil,greenhouse,summer,60.3,66.6,2.315,1008.7,18.65,531,51.2,10.3,50,high_stress
php_01055,rose,garden,winter,25,11,1.524,397.6,19.38,479,72.8,11.1,42,high_stress
php_01056,lettuce,hydroponic,summer,44,23.2,2.432,505.8,21.29,182,31.7,15.6,35,high_stress
php_01057,lettuce,greenhouse,autumn,53.6,72.7,0.356,924.2,19.75,309,57.2,36.2,67,moderate_stress
php_01058,pothos,shade_house,spring,74,26.7,2.261,1157.1,21.11,868,71.9,13.7,49,high_stress
php_01059,tomato,garden,monsoon,58.7,17.1,0.021,635.4,18.24,74,21.5,22.4,23,high_stress
php_01060,lettuce,greenhouse,spring,49.7,68.6,2.344,1033.4,19.02,494,82.4,25.3,64,moderate_stress
php_01061,basil,indoor,summer,62.5,33.8,1.711,870.6,20.42,111,72.1,12.7,59,moderate_stress
php_01062,aloe_vera,indoor,monsoon,42.3,77.7,0.837,1130.1,19.33,800,24.3,19.9,31,high_stress
php_01063,pothos,shade_house,summer,39.2,11.7,1.253,372.4,20.39,457,74.3,32.4,66,moderate_stress
php_01064,mint,garden,winter,81.1,55.8,2.272,376.9,18.22,774,57.2,8.1,44,high_stress
php_01065,snake_plant,shade_house,spring,65.7,57.2,1.693,330.5,21.5,373,42.9,13,55,moderate_stress
php_01066,lettuce,hydroponic,winter,81,34,0.231,1055.1,18.74,814,92.2,21.6,72,moderate_stress
php_01067,lettuce,greenhouse,summer,61.5,11.7,2.306,513.1,20.92,676,97.3,24.9,42,high_stress
php_01068,tomato,greenhouse,summer,51.5,13.9,1.42,703.2,19.64,736,29.9,13.4,31,high_stress
php_01069,lettuce,hydroponic,autumn,86.6,20.5,1.492,1205.9,20.87,912,62.4,9.9,44,high_stress
php_01070,lettuce,greenhouse,autumn,33.5,56.5,1.151,869.4,20.9,581,43.4,37.6,47,high_stress
php_01071,lettuce,hydroponic,autumn,89.6,20.2,1.091,838,20.23,312,73.8,32.3,44,high_stress
php_01072,rose,garden,spring,39.8,29,0.239,511.2,19.6,240,25.9,17.8,53,high_stress
php_01073,aloe_vera,arid_garden,autumn,76.1,30.6,2.103,336.3,19.57,558,28.5,30.6,55,moderate_stress
php_01074,aloe_vera,indoor,summer,70.5,73.1,0.79,723.6,19.13,877,44.2,36,41,high_stress
php_01075,basil,greenhouse,autumn,73,21.5,1.809,406.2,19.75,409,40,27.8,47,high_stress
php_01076,mint,indoor,autumn,61.9,74.7,0.906,553.7,18.89,218,36.5,29.3,63,moderate_stress
php_01077,mint,greenhouse,monsoon,28.8,9.4,2.3,941.1,20.79,72,59.2,20.7,27,high_stress
php_01078,lettuce,greenhouse,spring,47.7,19.9,0.796,463.6,20.61,545,35.1,37.5,26,high_stress
php_01079,snake_plant,indoor,autumn,63.2,58,0.419,718,20.88,431,99.4,29.5,82,healthy
php_01080,basil,greenhouse,winter,48.9,89.5,0.286,560.3,18.44,633,34.7,9.3,33,high_stress
php_01081,snake_plant,indoor,winter,30.4,16.1,1.599,1061.8,18.95,92,27.4,36.3,35,high_stress
php_01082,snake_plant,indoor,spring,35.7,82.1,0.243,953.2,18.92,400,65.2,8.1,36,high_stress
php_01083,tomato,greenhouse,winter,53.9,61.1,0.113,596.8,20.67,192,38.3,22.8,81,healthy
php_01084,snake_plant,shade_house,monsoon,33,52.7,0.402,559.6,18.26,411,69.7,36.9,61,moderate_stress
php_01085,tomato,greenhouse,winter,29.3,78.4,0.731,405,18.41,84,56.4,17.9,57,moderate_stress
php_01086,tomato,greenhouse,autumn,91.6,32.6,1.098,796.7,19.44,196,67.5,22.7,59,moderate_stress
php_01087,pothos,indoor,spring,29,9.9,1.778,1192.7,20.68,779,60.5,33.9,32,high_stress
php_01088,aloe_vera,arid_garden,winter,56.7,62.5,1.406,362.1,19.77,362,42,20.9,50,high_stress
php_01089,pothos,indoor,summer,90.7,23,2.107,744.3,19.31,262,54.3,13.1,43,high_stress
php_01090,basil,garden,monsoon,30.8,46.8,1.187,421.2,18.51,542,33.7,37.8,39,high_stress
php_01091,rose,garden,autumn,78.3,8.1,1.969,863.8,19.35,526,82.3,22.8,50,high_stress
php_01092,basil,indoor,spring,82.2,83.7,2.044,882.4,21.39,136,38.4,13.7,30,high_stress
php_01093,mint,greenhouse,spring,30.7,44.9,0.293,803.3,19.81,536,49.4,10.2,71,moderate_stress
php_01094,aloe_vera,arid_garden,autumn,26.1,42.2,2.172,639.5,18.88,857,29.6,24.8,44,high_stress
php_01095,snake_plant,shade_house,winter,31.5,33.2,0.875,1099.5,20.89,904,67.6,16.5,80,healthy
php_01096,pothos,indoor,summer,38.8,25.6,0.129,861.8,20.85,148,27.1,14.3,67,moderate_stress
php_01097,snake_plant,indoor,monsoon,83.9,46.2,2.47,337.7,18.33,448,45.1,10.6,35,high_stress
php_01098,basil,greenhouse,monsoon,34,82.2,0.008,1212,18.78,304,49.6,13.3,47,high_stress
php_01099,rose,greenhouse,autumn,57.4,12.9,0.29,482.8,21,502,42.9,31.8,55,moderate_stress
php_01100,snake_plant,indoor,spring,77.7,64,0.508,950.7,20.78,524,32.7,11,47,high_stress
php_01101,lettuce,hydroponic,summer,54.5,40.6,1.41,538.3,19.18,104,34.7,12.5,48,high_stress
php_01102,rose,greenhouse,monsoon,49.5,44,0.423,1249.7,20.84,700,32,14,74,moderate_stress
php_01103,aloe_vera,arid_garden,autumn,90.3,66.4,1.58,612.6,19.1,926,32.5,29.2,34,high_stress
php_01104,tomato,greenhouse,monsoon,66.7,62.8,0.528,431.3,21.04,45,70.9,25.1,84,healthy
php_01105,mint,indoor,spring,53.4,66.9,0.942,752.9,18.26,109,96.8,24,74,moderate_stress
php_01106,lettuce,greenhouse,autumn,84.5,22.8,1.879,536.6,21.07,504,33.8,31.8,27,high_stress
php_01107,aloe_vera,arid_garden,spring,84.6,88.9,1.154,986.5,20.56,775,72.8,15,40,high_stress
php_01108,aloe_vera,arid_garden,autumn,52.6,60.2,0.509,379.9,21,54,83.9,33.5,73,moderate_stress
php_01109,tomato,garden,summer,62.8,19,1.42,729.4,18.6,517,90,15.8,45,high_stress
php_01110,rose,greenhouse,autumn,76.8,80.8,1.044,851.9,21.11,705,86.2,19,78,moderate_stress
php_01111,mint,indoor,summer,62,74.8,0.929,1243,19.17,548,68.3,25.2,81,healthy
php_01112,pothos,indoor,monsoon,31.8,18.4,1.711,389.4,18.52,430,35.3,12.3,35,high_stress
php_01113,tomato,greenhouse,summer,52.6,51.9,0.193,1017.8,19.35,765,68,24.9,84,healthy
php_01114,snake_plant,shade_house,summer,76.1,78.4,0.763,853,20.57,796,48.7,8.6,30,high_stress
php_01115,lettuce,hydroponic,autumn,90.4,30.4,1.302,644.4,19.22,590,45.6,18.3,54,high_stress
php_01116,lettuce,hydroponic,autumn,67.2,63.6,1.803,812.1,18.8,509,84.7,9.5,73,moderate_stress
php_01117,aloe_vera,arid_garden,winter,27.6,83.4,2.074,612.9,21.43,606,54.4,17.2,39,high_stress
php_01118,pothos,shade_house,monsoon,84.2,78.6,0.52,1077.5,19.26,689,25.1,37.2,23,high_stress
php_01119,lettuce,greenhouse,spring,54.8,50.7,1.619,1238.7,21.27,45,89.3,8.7,63,moderate_stress
php_01120,aloe_vera,arid_garden,autumn,59.4,71.4,0.329,401.7,20.18,1016,43.5,8.5,40,high_stress
php_01121,mint,garden,monsoon,75.4,36,2.306,1036.9,19.84,44,58.1,21,56,moderate_stress
php_01122,pothos,shade_house,winter,33.3,14.4,1.913,666.1,19.54,662,57.8,8,32,high_stress
php_01123,lettuce,greenhouse,spring,49.9,68.5,0.64,902.9,21.1,758,36.3,19.2,84,healthy
php_01124,aloe_vera,arid_garden,spring,70.4,71.5,1.681,396.4,19.66,1019,29,30.9,34,high_stress
php_01125,lettuce,hydroponic,spring,68.4,77.1,2.036,1221.8,19.14,270,88,19.8,65,moderate_stress
php_01126,basil,garden,spring,40.5,11,1.621,524.9,18.61,298,63.1,34.5,31,high_stress
php_01127,basil,indoor,winter,82.7,13.2,2.013,1104.5,18.62,269,51.2,35,17,high_stress
php_01128,tomato,garden,winter,25.8,78.8,0.568,1240.8,18.51,848,80,29.9,65,moderate_stress
php_01129,lettuce,hydroponic,spring,56.5,40.1,1.279,671.8,19.24,616,88.1,25.9,71,moderate_stress
php_01130,snake_plant,indoor,monsoon,41.6,53.3,1.871,967.8,20.72,409,86,32.8,68,moderate_stress
php_01131,pothos,indoor,winter,50.9,51.4,2.238,865.1,20.08,680,81.1,16,74,moderate_stress
php_01132,mint,garden,autumn,38.3,87.9,2.478,1148.9,21.25,47,91.7,23.3,57,moderate_stress
php_01133,tomato,greenhouse,winter,38.4,75.3,1.888,786,20.96,480,32.5,32.9,52,high_stress
php_01134,tomato,garden,summer,44.9,62.7,0.909,1199.3,19.64,992,75.4,35.5,70,moderate_stress
php_01135,pothos,indoor,monsoon,66.1,8.2,1.138,842.1,20.59,657,30.7,30.5,47,high_stress
php_01136,aloe_vera,indoor,summer,41.3,68.4,1.655,1106.2,21.36,289,70.6,16.4,49,high_stress
php_01137,rose,garden,monsoon,78.2,70.7,0.524,660.9,18.37,261,20.2,29.4,43,high_stress
php_01138,lettuce,greenhouse,autumn,41.3,55.4,0.967,636.6,20.69,170,59.2,24.2,85,healthy
php_01139,lettuce,hydroponic,autumn,87.7,17.9,2.329,971.4,19.56,328,97.4,28,28,high_stress
php_01140,mint,greenhouse,summer,42.9,41.2,1.563,672.4,20.09,353,69.4,15.7,77,moderate_stress
php_01141,rose,greenhouse,monsoon,76.7,57,1.622,1172.6,20.92,299,50.5,11.8,64,moderate_stress
php_01142,aloe_vera,indoor,monsoon,51.1,56.1,1.234,1152.6,19.99,90,78.8,33.3,63,moderate_stress
php_01143,basil,indoor,winter,38.7,26.8,1.186,870,19.68,229,65.9,32.7,63,moderate_stress
php_01144,pothos,indoor,spring,36.1,74,0.357,1144,18.83,1022,42.2,11.4,34,high_stress
php_01145,basil,greenhouse,winter,25.7,38.4,0.365,779.5,19.34,813,37.7,27.5,65,moderate_stress
php_01146,basil,garden,summer,34,10.1,0.821,1038.1,19.82,903,44.7,12.3,41,high_stress
php_01147,tomato,greenhouse,autumn,60.7,34.1,0.312,1158.5,19.28,250,43.9,36,44,high_stress
php_01148,snake_plant,indoor,autumn,45.2,30,1.349,436.6,21.38,59,99.5,20.9,82,healthy
php_01149,lettuce,greenhouse,autumn,55.8,69.3,0.646,525,20.96,851,66.2,38,67,moderate_stress
php_01150,snake_plant,shade_house,autumn,74.2,24.8,1.734,924,21.08,699,71.1,19.6,78,moderate_stress
php_01151,rose,garden,autumn,78.2,86.8,0.01,1103.6,21.21,565,76.2,10.2,71,moderate_stress
php_01152,mint,greenhouse,winter,36.3,54.3,0.979,847.5,19.69,89,43.1,11.9,60,moderate_stress
php_01153,snake_plant,indoor,spring,69.6,85.6,0.543,759.7,18.93,208,85.3,22.1,52,high_stress
php_01154,tomato,greenhouse,winter,82.9,36.3,1.841,504.6,18.92,415,91.1,25.5,63,moderate_stress
php_01155,aloe_vera,arid_garden,winter,52.6,28.7,1.249,860.5,18.62,576,80.5,11.4,69,moderate_stress
php_01156,mint,garden,summer,33.1,77.5,1.784,1178.2,19.27,591,21,35.2,33,high_stress
php_01157,rose,garden,monsoon,65.2,63.1,0.282,624,20.97,361,84.7,18.9,91,healthy
php_01158,snake_plant,indoor,summer,52.7,50.1,0.338,779.2,21.49,789,31.6,14.9,63,moderate_stress
php_01159,mint,greenhouse,spring,30.5,68.9,1.131,955.3,20.28,839,22.1,12.7,50,high_stress
php_01160,basil,greenhouse,winter,26.2,56,0.365,816.7,18.3,818,62.7,28.4,74,moderate_stress
php_01161,lettuce,hydroponic,autumn,45.5,12.7,0.211,1210.6,18.53,433,28.9,21.3,30,high_stress
php_01162,snake_plant,shade_house,spring,36.4,54.3,0.724,775.4,19.27,315,68.2,30.9,81,healthy
php_01163,pothos,shade_house,autumn,52.3,39.3,0.864,848,19.9,1015,88.6,37.1,59,moderate_stress
php_01164,rose,greenhouse,spring,90.3,49.2,0.357,1060.5,19.88,723,93.9,8.5,73,moderate_stress
php_01165,pothos,indoor,monsoon,65.9,57.1,1.265,447,18.86,111,32.6,18.3,60,moderate_stress
php_01166,rose,garden,winter,55.8,14.4,1.264,710.9,20.26,144,80.6,37.9,41,high_stress
php_01167,snake_plant,shade_house,summer,61.9,44.9,1.23,1174.3,21.49,800,65.4,20.9,69,moderate_stress
php_01168,lettuce,hydroponic,winter,85.8,50.2,0.398,918.6,21.03,903,31.8,25.3,75,moderate_stress
php_01169,aloe_vera,arid_garden,winter,74.6,15.9,0.437,858,20.81,574,55.5,9.2,81,healthy
php_01170,mint,greenhouse,summer,80.6,31.9,0.459,556.6,19.32,54,67.1,24.4,68,moderate_stress
php_01171,snake_plant,shade_house,winter,92.6,48.7,0.55,468.7,18.49,858,70.5,36.8,50,high_stress
php_01172,mint,greenhouse,monsoon,51.7,63,2.096,1194.1,18.28,547,39.7,24.3,48,high_stress
php_01173,pothos,shade_house,spring,28.8,56.1,1.246,768.3,20.42,464,77.6,15.9,86,healthy
php_01174,pothos,shade_house,spring,75.8,11.6,0.017,438.7,20.2,367,79.9,16.3,76,moderate_stress
php_01175,aloe_vera,indoor,winter,37.9,31.2,0.156,1086.6,19.2,771,89.3,36.8,75,moderate_stress
php_01176,pothos,shade_house,autumn,46,14.8,0.5,1206.9,19.87,352,62.4,10.2,60,moderate_stress
php_01177,tomato,garden,autumn,80.6,31.4,1.704,1144.8,19.81,786,33.6,36.2,36,high_stress
php_01178,snake_plant,indoor,spring,48.9,66.2,0.319,1041.3,21.29,900,80,30.1,68,moderate_stress
php_01179,aloe_vera,indoor,spring,44,66.4,2.359,407,19.29,964,69.9,15.5,38,high_stress
php_01180,mint,indoor,spring,55.1,79.4,2.068,1036,18.25,480,80.9,29.6,54,high_stress
php_01181,aloe_vera,arid_garden,summer,72.3,50.8,2.288,479.2,19.53,873,68.7,27.4,61,moderate_stress
php_01182,aloe_vera,arid_garden,summer,28.7,19.1,0.892,1249,21.26,901,32.2,26.1,69,moderate_stress
php_01183,mint,indoor,summer,74.8,71.3,0.918,435.1,20.6,656,98,23.2,87,healthy
php_01184,tomato,garden,spring,41,15.8,0.134,1002.3,18.82,489,47.7,34.6,43,high_stress
php_01185,rose,garden,monsoon,66.3,63.4,1.406,710.6,20.8,311,72.9,8.7,67,moderate_stress
php_01186,snake_plant,shade_house,winter,43.3,55.6,0.872,389.3,21.25,971,80.4,11.1,61,moderate_stress
php_01187,aloe_vera,indoor,summer,27.8,46.7,1.51,844.5,20.22,778,91.8,29.2,77,moderate_stress
php_01188,basil,garden,monsoon,58.1,65.1,0.378,1150.5,19.06,272,61.4,15.2,73,moderate_stress
php_01189,tomato,greenhouse,winter,48.5,17.6,0.869,1187.7,21.25,863,96.3,14.8,49,high_stress
php_01190,basil,indoor,spring,29.9,61.6,1.975,475.2,20.59,1020,82,22,77,moderate_stress
php_01191,pothos,shade_house,monsoon,57.7,71.7,2.194,1219.7,19.33,932,57.1,24.3,46,high_stress
php_01192,basil,garden,autumn,93.6,43.5,1.298,732.3,20.7,981,62.1,13.4,75,moderate_stress
php_01193,mint,indoor,autumn,43.9,19.7,1.355,911.9,20.41,452,44.2,19,51,high_stress
php_01194,snake_plant,shade_house,monsoon,89.1,28.2,1.469,1087.5,19.04,200,23.2,18.8,42,high_stress
php_01195,pothos,indoor,autumn,71.8,53,1.385,539.2,18.88,321,22.3,34.9,40,high_stress
php_01196,pothos,shade_house,spring,45.5,75.2,2.173,448.4,18.81,995,86.2,15.4,42,high_stress
php_01197,lettuce,hydroponic,spring,26.5,82.9,0.381,778.9,18.74,41,91.8,36.1,43,high_stress
php_01198,lettuce,hydroponic,monsoon,49.2,47.2,0.139,697.4,19.08,819,34.4,17.4,74,moderate_stress
php_01199,pothos,shade_house,summer,53.4,47.6,0.821,337,18.56,666,53.5,15.3,67,moderate_stress
php_01200,aloe_vera,arid_garden,monsoon,46.7,12.9,1.033,1011.4,20.55,824,41.5,25.2,78,moderate_stress
php_01201,tomato,garden,monsoon,35.4,40.2,0.273,1222.1,19.86,604,59.6,15.7,82,healthy
php_01202,snake_plant,indoor,autumn,66,59.3,0.255,749.3,18.27,334,84.5,13.3,70,moderate_stress
php_01203,aloe_vera,indoor,winter,40.7,11.6,1.03,506.3,19.08,187,29,11,41,high_stress
php_01204,lettuce,greenhouse,spring,28.8,89.3,0.134,787.7,21.03,70,41.8,17.9,59,moderate_stress
php_01205,snake_plant,shade_house,monsoon,84.7,31.1,1.131,774.5,19.64,75,68,35.3,71,moderate_stress
php_01206,basil,indoor,summer,48.9,13.5,1.045,542.8,21.4,225,76.2,24.1,64,moderate_stress
php_01207,mint,greenhouse,summer,35.3,41.1,1.803,620.7,21.1,490,55.2,22.2,67,moderate_stress
php_01208,aloe_vera,indoor,autumn,46.1,9.3,1.418,800.8,18.81,337,22.7,12.2,35,high_stress
php_01209,lettuce,hydroponic,monsoon,72.5,86.8,1.3,1071.5,18.37,243,72.5,13.4,59,moderate_stress
php_01210,mint,greenhouse,spring,53.5,25.6,1.661,395.5,19.7,966,21.4,13.2,25,high_stress
php_01211,pothos,shade_house,summer,50.6,39.5,0.156,337.8,20.97,551,80.6,16.6,96,healthy
php_01212,snake_plant,indoor,spring,46.6,11.4,1.987,533.1,21.43,212,75.8,24.2,79,moderate_stress
php_01213,aloe_vera,indoor,summer,35.5,42.6,0.338,813.3,19.7,726,38.9,22.7,82,healthy
php_01214,lettuce,hydroponic,monsoon,52.8,45.4,1.647,1125.3,19.47,976,55.4,22.6,66,moderate_stress
php_01215,tomato,garden,autumn,89.6,39.5,0.807,721.1,19.51,620,71.5,32.6,81,healthy
php_01216,mint,indoor,summer,57.7,42.3,2.07,1088.8,21.33,162,64.1,20.1,65,moderate_stress
php_01217,snake_plant,indoor,summer,58.6,25.1,1.987,767.3,19.74,903,37.7,33,53,high_stress
php_01218,rose,greenhouse,winter,54.1,15.4,1.409,773.2,21.26,524,52.6,36,45,high_stress
php_01219,mint,greenhouse,autumn,54.7,34.9,1.638,962.6,21.04,177,26.9,12.3,38,high_stress
php_01220,lettuce,hydroponic,monsoon,26.5,79.8,0.492,996.2,21.17,489,36.9,19.5,70,moderate_stress
php_01221,lettuce,greenhouse,autumn,45.9,37.3,2.137,490.8,19.23,838,99.7,14.6,55,moderate_stress
php_01222,lettuce,greenhouse,monsoon,77.1,29.4,0.184,525.7,18.87,672,41.1,22,63,moderate_stress
php_01223,pothos,shade_house,monsoon,71,56.7,1.666,625.5,19.16,850,73.1,24.8,68,moderate_stress
php_01224,snake_plant,indoor,autumn,74.2,46,0.145,1210.3,19.61,274,85.1,18.3,82,healthy
php_01225,snake_plant,shade_house,winter,44.8,34.8,1.801,573.5,19.17,228,70.9,11.2,68,moderate_stress
php_01226,tomato,greenhouse,monsoon,63.1,82,1.508,516.9,21.36,243,57.8,37.4,51,high_stress
php_01227,rose,garden,spring,50.6,86.6,1.513,966.4,18.75,389,79.2,9.3,44,high_stress
php_01228,pothos,indoor,summer,60.8,47.4,0.952,915.4,20.19,295,35.4,32.3,73,moderate_stress
php_01229,basil,greenhouse,monsoon,85.6,85.3,0.076,1199.6,19.84,327,27.1,33.3,35,high_stress
php_01230,pothos,indoor,summer,61.3,63.1,1.186,1151.7,19.06,712,83.7,29.9,67,moderate_stress
php_01231,mint,garden,spring,85.4,51.6,1.374,738.1,18.49,556,71.8,28.3,70,moderate_stress
php_01232,pothos,shade_house,summer,46.3,42.9,0.34,687.4,20.41,976,26.4,19.7,67,moderate_stress
php_01233,lettuce,hydroponic,spring,91.8,35.3,2.121,710.9,19.74,903,49.3,11,54,high_stress
php_01234,pothos,shade_house,autumn,68.2,80.6,0.258,747.6,18.85,196,58.2,31.9,63,moderate_stress
php_01235,tomato,greenhouse,winter,80,64.6,1.485,1191.9,19.74,105,90,10.4,51,high_stress
php_01236,lettuce,hydroponic,winter,62.1,83.4,1.206,1056.2,20.57,342,42.6,14.9,69,moderate_stress
php_01237,aloe_vera,arid_garden,winter,65,78.8,2.118,608.9,21.14,179,78.7,17.3,36,high_stress
php_01238,pothos,shade_house,monsoon,75.7,45.7,0.472,537.9,19.97,338,54.8,22.7,93,healthy
php_01239,basil,indoor,winter,75.7,10,0.092,960.1,18.87,682,40.5,33.8,37,high_stress
php_01240,rose,garden,autumn,89.6,61.9,2.388,1068.7,19.45,907,90,20.9,69,moderate_stress
php_01241,pothos,shade_house,autumn,63.3,14.1,1.243,437.4,19.21,726,91.3,11.4,43,high_stress
php_01242,basil,garden,spring,49.3,77.5,2.248,473.4,19.65,286,55.9,32.5,54,high_stress
php_01243,basil,garden,summer,90.6,29.7,1.42,1058.5,19.45,804,32.8,9.2,30,high_stress
php_01244,snake_plant,shade_house,monsoon,38.7,35.3,1.634,530.7,19.88,676,51,23.1,73,moderate_stress
php_01245,aloe_vera,arid_garden,summer,42.1,59.4,0.638,945.1,20.72,465,33.5,31.2,65,moderate_stress
php_01246,lettuce,hydroponic,monsoon,44.7,87.8,0.15,545.7,18.66,607,47.5,35.2,47,high_stress
php_01247,mint,indoor,winter,29.1,26.6,1.142,689.2,21.31,760,73.8,23,66,moderate_stress
php_01248,basil,garden,summer,70.8,56.3,1.065,409.9,21.13,1022,99.2,32,82,healthy
php_01249,lettuce,hydroponic,autumn,39.4,26.6,1.875,807.7,19.96,550,76.6,27.4,52,high_stress
php_01250,snake_plant,indoor,summer,48,22.4,0.854,1189.1,20.26,243,34.6,21.1,74,moderate_stress
php_01251,snake_plant,shade_house,spring,74.5,69.4,1.848,402.7,19.51,566,82.8,20.4,47,high_stress
php_01252,aloe_vera,arid_garden,spring,25.9,85.2,0.153,478.1,21.14,675,74.6,36.4,50,high_stress
